gene_id	protein_id	reference_accession	gene_symbol	identity(%)	coverage(%)	bit_score	evalue
LOC135198224	XP_064081867.1	NP_000002.2	A2M	39.39	2.00	-	-
LOC135198225	XP_064081868.1	NP_000001.3	A1BG	50.00	22.00	-	-
LOC135198226	XP_064081869.1	NP_000002.2	A2M	30.43	15.00	-	-
LOC135198227	XP_064081870.1	NP_000001.3	A1BG	80.00	11.00	-	-
LOC135198229	XP_064081871.1	NP_000001.3	A1BG	25.00	14.00	-	-
LOC135198231	XP_064081872.1	NP_000014.2	AAK1	24.64	11.00	-	-
LOC135198232	XP_064081874.1	NP_000005.2	A2MP1	55.56	4.00	-	-
LOC135198233	XP_064081875.1	NP_000014.2	AAK1	62.50	4.00	-	-
LOC135198234	XP_064081876.1	NP_000001.3	A1BG	46.15	1.00	-	-
LOC135198235	XP_064081877.1	NP_000005.2	A2MP1	50.00	10.00	-	-
LOC135198236	XP_064081878.1	NP_000002.2	A2M	38.46	6.00	-	-
LOC135198237	XP_064081879.1	NP_000002.2	A2M	28.00	6.00	-	-
LOC135198238	XP_064081880.1	NP_001018081.3	AAAS	35.71	21.00	-	-
LOC135198239	XP_064081881.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135198240	XP_064081882.1	NP_000005.2	A2MP1	36.84	13.00	-	-
LOC135198241	XP_064081883.1	NP_000014.2	AAK1	36.36	13.00	-	-
LOC135198242	XP_064081884.1	NP_000001.3	A1BG	26.67	17.00	-	-
LOC135198243	XP_064081885.1	NP_000005.2	A2MP1	37.50	11.00	-	-
LOC135198245	XP_064081886.1	NP_001018081.3	AAAS	37.50	9.00	-	-
LOC135198244	XP_064081887.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135198247	XP_064081888.1	NP_000014.2	AAK1	30.43	14.00	-	-
LOC135198249	XP_064081889.1	NP_001018081.3	AAAS	28.30	33.00	-	-
LOC135198250	XP_064081890.1	NP_000014.2	AAK1	23.81	18.00	-	-
LOC135198252	XP_064081892.1	NP_000002.2	A2M	28.57	10.00	-	-
LOC135198254	XP_064081893.1	NP_000002.2	A2M	60.00	2.00	-	-
LOC135198255	XP_064081894.1	NP_000014.2	AAK1	22.22	23.00	-	-
LOC135198253	XP_064081895.1	NP_000014.2	AAK1	26.92	18.00	-	-
LOC135198256	XP_064081896.1	NP_000005.2	A2MP1	46.15	3.00	-	-
LOC135198257	XP_064081897.1	NP_001018081.3	AAAS	71.43	2.00	-	-
LOC135198258	XP_064081898.1	NP_000001.3	A1BG	57.14	20.00	-	-
LOC135198259	XP_064081899.1	NP_000005.2	A2MP1	25.00	32.00	-	-
LOC135198260	XP_064081900.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135198261	XP_064081901.1	NP_001018081.3	AAAS	55.56	4.00	-	-
LOC135198263	XP_064081902.1	NP_001018081.3	AAAS	66.67	2.00	-	-
LOC135198264	XP_064081903.1	NP_000005.2	A2MP1	50.00	3.00	-	-
LOC135198262	XP_064081904.1	NP_000014.2	AAK1	23.08	19.00	-	-
LOC135198265	XP_064081905.1	NP_000014.2	AAK1	50.00	9.00	-	-
LOC135198266	XP_064081906.1	NP_000014.2	AAK1	33.33	28.00	-	-
LOC135198267	XP_064081907.1	NP_000005.2	A2MP1	40.00	12.00	-	-
LOC135198268	XP_064081908.1	NP_000001.3	A1BG	31.25	12.00	-	-
LOC135198269	XP_064081909.1	NP_000002.2	A2M	45.45	2.00	-	-
LOC135198271	XP_064081910.1	NP_000005.2	A2MP1	66.67	3.00	-	-
LOC135198272	XP_064081911.1	NP_001018081.3	AAAS	52.94	6.00	-	-
LOC135198273	XP_064081912.1	NP_000001.3	A1BG	33.33	20.00	-	-
LOC135198270	XP_064081913.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135198274	XP_064081914.1	NP_000001.3	A1BG	35.00	10.00	-	-
LOC135198275	XP_064081915.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135198276	XP_064081916.1	NP_000002.2	A2M	40.00	5.00	-	-
LOC135198248	XP_064081917.1	NP_000005.2	A2MP1	29.17	10.00	-	-
LOC135198277	XP_064081918.1	NP_000001.3	A1BG	33.33	3.00	-	-
LOC135198278	XP_064081919.1	NP_000005.2	A2MP1	28.57	8.00	-	-
LOC135198279	XP_064081920.1	NP_000005.2	A2MP1	31.58	13.00	-	-
LOC135198281	XP_064081921.1	NP_000002.2	A2M	31.25	12.00	-	-
LOC135198282	XP_064081922.1	NP_001018081.3	AAAS	80.00	3.00	-	-
LOC135198283	XP_064081923.1	NP_000002.2	A2M	33.33	9.00	-	-
LOC135198280	XP_064081924.1	NP_000002.2	A2M	38.46	9.00	-	-
LOC135198284	XP_064081925.1	NP_000014.2	AAK1	40.00	30.00	-	-
LOC135198285	XP_064081926.1	NP_000002.2	A2M	60.00	6.00	-	-
LOC135198286	XP_064081927.1	NP_000014.2	AAK1	62.50	31.00	-	-
LOC135198288	XP_064081929.1	NP_000002.2	A2M	63.64	14.00	-	-
LOC135198289	XP_064081930.1	NP_000014.2	AAK1	24.39	11.00	-	-
LOC135198291	XP_064081931.1	NP_000002.2	A2M	23.26	13.00	-	-
LOC135198292	XP_064081932.1	NP_000001.3	A1BG	40.00	15.00	-	-
LOC135198293	XP_064081933.1	NP_000001.3	A1BG	40.00	17.00	-	-
LOC135198290	XP_064081934.1	NP_000014.2	AAK1	29.41	3.00	-	-
LOC135198294	XP_064081935.1	NP_001018081.3	AAAS	50.00	6.00	-	-
LOC135198295	XP_064081936.1	NP_000001.3	A1BG	40.00	17.00	-	-
LOC135198296	XP_064081937.1	NP_000001.3	A1BG	40.00	17.00	-	-
LOC135198297	XP_064081938.1	NP_000001.3	A1BG	40.00	17.00	-	-
LOC135198298	XP_064081939.1	NP_000001.3	A1BG	40.00	14.00	-	-
LOC135198299	XP_064081940.1	NP_000001.3	A1BG	40.00	12.00	-	-
LOC135198300	XP_064081941.1	NP_000014.2	AAK1	28.57	11.00	-	-
LOC135198302	XP_064081942.1	NP_000001.3	A1BG	40.00	14.00	-	-
LOC135198303	XP_064081943.1	NP_000001.3	A1BG	20.00	1.00	-	-
LOC135198304	XP_064081944.1	NP_001018081.3	AAAS	50.00	5.00	-	-
LOC135198301	XP_064081945.1	NP_000001.3	A1BG	31.03	8.00	-	-
LOC135198305	XP_064081946.1	NP_000005.2	A2MP1	28.57	42.00	-	-
LOC135198306	XP_064081947.1	NP_000001.3	A1BG	50.00	11.00	-	-
LOC135198308	XP_064081949.1	NP_000005.2	A2MP1	50.00	2.00	-	-
LOC135198309	XP_064081950.1	NP_001018081.3	AAAS	20.00	5.00	-	-
LOC135198310	XP_064081951.1	NP_000014.2	AAK1	83.33	11.00	-	-
LOC135198312	XP_064081953.1	NP_000014.2	AAK1	30.77	8.00	-	-
LOC135198313	XP_064081954.1	NP_000001.3	A1BG	44.44	2.00	-	-
LOC135198314	XP_064081955.1	NP_000014.2	AAK1	30.56	13.00	-	-
LOC135198315	XP_064081956.1	NP_000001.3	A1BG	42.10	5.00	-	-
LOC135198316	XP_064081957.1	NP_000014.2	AAK1	38.46	8.00	-	-
LOC135198317	XP_064081958.1	NP_000001.3	A1BG	66.67	1.00	-	-
LOC135198318	XP_064081959.1	NP_000002.2	A2M	26.09	16.00	-	-
LOC135198319	XP_064081960.1	NP_000002.2	A2M	38.89	7.00	-	-
LOC135198320	XP_064081961.1	NP_000005.2	A2MP1	23.40	24.00	-	-
LOC135198321	XP_064081962.1	NP_000014.2	AAK1	38.46	5.00	-	-
LOC135198322	XP_064081963.1	NP_000001.3	A1BG	30.43	14.00	-	-
LOC135198323	XP_064081964.1	NP_000002.2	A2M	26.92	17.00	-	-
LOC135198325	XP_064081965.1	NP_000014.2	AAK1	37.14	13.00	-	-
LOC135198326	XP_064081966.1	NP_000001.3	A1BG	30.77	11.00	-	-
LOC135198324	XP_064081967.1	NP_000001.3	A1BG	23.53	21.00	-	-
LOC135198327	XP_064081968.1	NP_001018081.3	AAAS	58.33	3.00	-	-
LOC135198328	XP_064081969.1	NP_000014.2	AAK1	75.00	1.00	-	-
LOC135198329	XP_064081970.1	NP_000014.2	AAK1	47.62	16.00	-	-
LOC135198330	XP_064081971.1	NP_000001.3	A1BG	40.91	12.00	-	-
LOC135198331	XP_064081972.1	NP_000014.2	AAK1	33.33	5.00	-	-
LOC135198332	XP_064081973.1	NP_001018081.3	AAAS	29.41	9.00	-	-
LOC135198333	XP_064081974.1	NP_001018081.3	AAAS	100.00	1.00	-	-
LOC135198335	XP_064081975.1	NP_001018081.3	AAAS	54.55	6.00	-	-
LOC135198336	XP_064081976.1	NP_000002.2	A2M	33.33	6.00	-	-
LOC135198334	XP_064081978.1	NP_000005.2	A2MP1	57.14	10.00	-	-
LOC135198340	XP_064081979.1	NP_000002.2	A2M	30.77	6.00	-	-
LOC135198341	XP_064081980.1	NP_000001.3	A1BG	31.25	10.00	-	-
LOC135198341	XP_064081981.1	NP_000001.3	A1BG	31.25	9.00	-	-
LOC135198349	XP_064081983.1	NP_000005.2	A2MP1	32.00	21.00	-	-
LOC135198349	XP_064081984.1	NP_000014.2	AAK1	100.00	3.00	-	-
LOC135198347	XP_064081985.1	NP_000001.3	A1BG	30.56	10.00	-	-
LOC135198351	XP_064081986.1	NP_000005.2	A2MP1	25.58	33.00	-	-
LOC135198353	XP_064081987.1	NP_001018081.3	AAAS	40.00	2.00	-	-
LOC135198362	XP_064081989.1	NP_000001.3	A1BG	36.36	28.00	-	-
LOC135198365	XP_064081990.1	NP_000001.3	A1BG	38.46	16.00	-	-
LOC135198368	XP_064081991.1	NP_001018081.3	AAAS	33.33	3.00	-	-
LOC135198369	XP_064081992.1	NP_001018081.3	AAAS	33.33	3.00	-	-
LOC135198371	XP_064081993.1	NP_000001.3	A1BG	31.43	10.00	-	-
LOC135198372	XP_064081994.1	NP_000002.2	A2M	32.00	14.00	-	-
LOC135198370	XP_064081995.1	NP_000005.2	A2MP1	35.29	2.00	-	-
LOC135198378	XP_064081996.1	NP_001018081.3	AAAS	100.00	1.00	-	-
LOC135198339	XP_064081997.1	NP_001018081.3	AAAS	83.33	1.00	-	-
LOC135198379	XP_064081998.1	NP_000001.3	A1BG	37.04	8.00	-	-
LOC135198381	XP_064081999.1	NP_000001.3	A1BG	25.00	11.00	-	-
LOC135198383	XP_064082000.1	NP_000014.2	AAK1	36.36	16.00	-	-
LOC135198389	XP_064082001.1	NP_000002.2	A2M	36.84	13.00	-	-
LOC135198391	XP_064082002.1	NP_000005.2	A2MP1	33.33	7.00	-	-
LOC135198391	XP_064082003.1	NP_000005.2	A2MP1	33.33	7.00	-	-
LOC135198393	XP_064082004.1	NP_000001.3	A1BG	100.00	1.00	-	-
LOC135198396	XP_064082005.1	NP_001018081.3	AAAS	42.86	7.00	-	-
LOC135198397	XP_064082006.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135198398	XP_064082007.1	NP_001018081.3	AAAS	40.00	11.00	-	-
LOC135198395	XP_064082008.1	NP_001018081.3	AAAS	80.00	3.00	-	-
LOC135198401	XP_064082009.1	NP_001018081.3	AAAS	66.67	39.00	-	-
LOC135198402	XP_064082010.1	NP_000005.2	A2MP1	43.75	10.00	-	-
LOC135198408	XP_064082011.1	NP_000001.3	A1BG	21.43	25.00	-	-
LOC135198409	XP_064082012.1	NP_000005.2	A2MP1	25.00	9.00	-	-
LOC135198410	XP_064082013.1	NP_000001.3	A1BG	33.33	20.00	-	-
LOC135198406	XP_064082014.1	NP_000001.3	A1BG	55.56	4.00	-	-
LOC135198411	XP_064082015.1	NP_000001.3	A1BG	33.33	37.00	-	-
LOC135198412	XP_064082016.1	NP_000001.3	A1BG	25.00	31.00	-	-
LOC135198413	XP_064082017.1	NP_000001.3	A1BG	22.73	40.00	-	-
LOC135198414	XP_064082018.1	NP_000001.3	A1BG	36.84	12.00	-	-
LOC135198406	XP_064082019.1	NP_000001.3	A1BG	55.56	4.00	-	-
LOC135198418	XP_064082020.1	NP_000002.2	A2M	100.00	2.00	-	-
LOC135198419	XP_064082021.1	NP_000014.2	AAK1	20.51	16.00	-	-
LOC135198419	XP_064082022.1	NP_000014.2	AAK1	20.51	16.00	-	-
LOC135198419	XP_064082023.1	NP_000014.2	AAK1	20.51	16.00	-	-
LOC135198424	XP_064082024.1	NP_001018081.3	AAAS	22.86	12.00	-	-
LOC135198406	XP_064082025.1	NP_000001.3	A1BG	55.56	4.00	-	-
LOC135198425	XP_064082026.1	NP_000005.2	A2MP1	36.84	4.00	-	-
LOC135198426	XP_064082027.1	NP_000014.2	AAK1	66.67	4.00	-	-
LOC135198427	XP_064082028.1	NP_000001.3	A1BG	50.00	10.00	-	-
LOC135198428	XP_064082029.1	NP_001018081.3	AAAS	33.33	7.00	-	-
LOC135198429	XP_064082030.1	NP_000001.3	A1BG	25.81	6.00	-	-
LOC135198430	XP_064082031.1	NP_000001.3	A1BG	50.00	11.00	-	-
LOC135198430	XP_064082032.1	NP_000001.3	A1BG	50.00	11.00	-	-
LOC135198406	XP_064082033.1	NP_000001.3	A1BG	55.56	4.00	-	-
LOC135198431	XP_064082034.1	NP_000002.2	A2M	21.43	5.00	-	-
LOC135198432	XP_064082035.1	NP_000014.2	AAK1	26.47	6.00	-	-
LOC135198434	XP_064082037.1	NP_000014.2	AAK1	25.64	7.00	-	-
LOC135198434	XP_064082038.1	NP_000014.2	AAK1	25.64	7.00	-	-
LOC135198434	XP_064082039.1	NP_000014.2	AAK1	25.64	7.00	-	-
LOC135198406	XP_064082040.1	NP_000001.3	A1BG	55.56	4.00	-	-
LOC135198434	XP_064082041.1	NP_000014.2	AAK1	25.64	7.00	-	-
LOC135198434	XP_064082042.1	NP_000014.2	AAK1	25.64	7.00	-	-
LOC135198434	XP_064082043.1	NP_000014.2	AAK1	25.64	7.00	-	-
LOC135198434	XP_064082044.1	NP_000014.2	AAK1	25.64	7.00	-	-
LOC135198435	XP_064082045.1	NP_000002.2	A2M	32.43	5.00	-	-
LOC135198435	XP_064082046.1	NP_000001.3	A1BG	25.00	8.00	-	-
LOC135198435	XP_064082047.1	NP_000001.3	A1BG	25.00	8.00	-	-
LOC135198435	XP_064082048.1	NP_000001.3	A1BG	25.00	8.00	-	-
LOC135198435	XP_064082049.1	NP_000001.3	A1BG	25.00	7.00	-	-
LOC135198435	XP_064082050.1	NP_000001.3	A1BG	25.00	9.00	-	-
LOC135198406	XP_064082051.1	NP_000001.3	A1BG	55.56	4.00	-	-
LOC135198435	XP_064082052.1	NP_000001.3	A1BG	25.00	8.00	-	-
LOC135198436	XP_064082053.1	NP_000002.2	A2M	27.27	20.00	-	-
LOC135198437	XP_064082054.1	NP_001018081.3	AAAS	33.33	3.00	-	-
LOC135198438	XP_064082055.1	NP_000014.2	AAK1	32.26	3.00	-	-
LOC135198439	XP_064082056.1	NP_000005.2	A2MP1	33.33	5.00	-	-
LOC135198440	XP_064082057.1	NP_001018081.3	AAAS	33.33	8.00	-	-
LOC135198440	XP_064082058.1	NP_001018081.3	AAAS	33.33	8.00	-	-
LOC135198339	XP_064082059.1	NP_001018081.3	AAAS	83.33	1.00	-	-
LOC135198442	XP_064082060.1	NP_000001.3	A1BG	23.68	16.00	-	-
LOC135198444	XP_064082061.1	NP_000001.3	A1BG	80.00	7.00	-	-
LOC135198441	XP_064082062.1	NP_000001.3	A1BG	28.89	7.00	-	-
LOC135198445	XP_064082063.1	NP_000002.2	A2M	25.93	5.00	-	-
LOC135198445	XP_064082064.1	NP_000002.2	A2M	25.93	5.00	-	-
LOC135198445	XP_064082065.1	NP_000002.2	A2M	25.93	5.00	-	-
LOC135198445	XP_064082066.1	NP_000002.2	A2M	25.93	5.00	-	-
LOC135198445	XP_064082067.1	NP_000002.2	A2M	25.93	5.00	-	-
LOC135198446	XP_064082068.1	NP_000014.2	AAK1	50.00	9.00	-	-
LOC135198447	XP_064082069.1	NP_000001.3	A1BG	57.14	11.00	-	-
LOC135198448	XP_064082070.1	NP_000014.2	AAK1	32.26	19.00	-	-
LOC135198448	XP_064082071.1	NP_000014.2	AAK1	32.26	19.00	-	-
LOC135198441	XP_064082072.1	NP_000001.3	A1BG	28.89	8.00	-	-
LOC135198448	XP_064082073.1	NP_001018081.3	AAAS	36.84	13.00	-	-
LOC135198448	XP_064082074.1	NP_001018081.3	AAAS	36.84	13.00	-	-
LOC135198448	XP_064082075.1	NP_000001.3	A1BG	44.44	7.00	-	-
LOC135198449	XP_064082076.1	NP_000001.3	A1BG	25.00	9.00	-	-
LOC135198450	XP_064082077.1	NP_000005.2	A2MP1	33.33	6.00	-	-
LOC135198451	XP_064082078.1	NP_000001.3	A1BG	100.00	17.00	-	-
LOC135198452	XP_064082079.1	NP_000002.2	A2M	42.86	3.00	-	-
LOC135198452	XP_064082080.1	NP_000002.2	A2M	42.86	3.00	-	-
LOC135198441	XP_064082081.1	NP_000001.3	A1BG	28.89	8.00	-	-
LOC135198452	XP_064082082.1	NP_000005.2	A2MP1	42.86	3.00	-	-
LOC135198454	XP_064082086.1	NP_000001.3	A1BG	35.00	6.00	-	-
LOC135198454	XP_064082087.1	NP_000002.2	A2M	38.46	4.00	-	-
LOC135198456	XP_064082088.1	NP_000001.3	A1BG	40.00	3.00	-	-
LOC135198458	XP_064082089.1	NP_000005.2	A2MP1	26.92	8.00	-	-
LOC135198459	XP_064082090.1	NP_001018081.3	AAAS	54.55	1.00	-	-
LOC135198459	XP_064082091.1	NP_001018081.3	AAAS	54.55	1.00	-	-
LOC135198459	XP_064082092.1	NP_001018081.3	AAAS	54.55	1.00	-	-
LOC135198457	XP_064082093.1	NP_001018081.3	AAAS	33.33	4.00	-	-
LOC135198459	XP_064082094.1	NP_001018081.3	AAAS	54.55	1.00	-	-
LOC135198459	XP_064082095.1	NP_001018081.3	AAAS	60.00	3.00	-	-
LOC135198460	XP_064082096.1	NP_000002.2	A2M	44.44	8.00	-	-
LOC135198460	XP_064082097.1	NP_000002.2	A2M	44.44	10.00	-	-
LOC135198461	XP_064082098.1	NP_000001.3	A1BG	58.33	3.00	-	-
LOC135198462	XP_064082099.1	NP_000014.2	AAK1	33.33	15.00	-	-
LOC135198462	XP_064082100.1	NP_001018081.3	AAAS	66.67	2.00	-	-
LOC135198462	XP_064082101.1	NP_001018081.3	AAAS	66.67	2.00	-	-
LOC135198457	XP_064082102.1	NP_001018081.3	AAAS	33.33	3.00	-	-
LOC135198463	XP_064082103.1	NP_000005.2	A2MP1	41.94	3.00	-	-
LOC135198464	XP_064082104.1	NP_000001.3	A1BG	45.45	4.00	-	-
LOC135198465	XP_064082105.1	NP_000001.3	A1BG	31.58	5.00	-	-
LOC135198466	XP_064082106.1	NP_000014.2	AAK1	45.45	6.00	-	-
LOC135198466	XP_064082107.1	NP_000014.2	AAK1	50.00	4.00	-	-
LOC135198467	XP_064082108.1	NP_000014.2	AAK1	40.00	5.00	-	-
LOC135198468	XP_064082109.1	NP_000002.2	A2M	50.00	4.00	-	-
LOC135198470	XP_064082110.1	NP_000005.2	A2MP1	25.49	17.00	-	-
LOC135198471	XP_064082111.1	NP_000001.3	A1BG	50.00	3.00	-	-
LOC135198472	XP_064082112.1	NP_000001.3	A1BG	44.44	7.00	-	-
LOC135198472	XP_064082113.1	NP_000001.3	A1BG	44.44	7.00	-	-
LOC135198469	XP_064082114.1	NP_000001.3	A1BG	63.64	5.00	-	-
LOC135198473	XP_064082115.1	NP_000001.3	A1BG	41.67	6.00	-	-
LOC135198474	XP_064082116.1	NP_000001.3	A1BG	60.00	7.00	-	-
LOC135198476	XP_064082117.1	NP_000001.3	A1BG	32.00	6.00	-	-
LOC135198476	XP_064082118.1	NP_000001.3	A1BG	32.00	6.00	-	-
LOC135198476	XP_064082119.1	NP_000001.3	A1BG	32.00	6.00	-	-
LOC135198476	XP_064082120.1	NP_000001.3	A1BG	32.00	6.00	-	-
LOC135198476	XP_064082121.1	NP_000001.3	A1BG	32.00	6.00	-	-
LOC135198476	XP_064082122.1	NP_000001.3	A1BG	32.00	6.00	-	-
LOC135198478	XP_064082124.1	NP_000005.2	A2MP1	60.00	4.00	-	-
LOC135198469	XP_064082125.1	NP_000001.3	A1BG	63.64	5.00	-	-
LOC135198479	XP_064082126.1	NP_000002.2	A2M	35.71	12.00	-	-
LOC135198480	XP_064082127.1	NP_001018081.3	AAAS	37.50	7.00	-	-
LOC135198482	XP_064082134.1	NP_000001.3	A1BG	62.50	7.00	-	-
LOC135198469	XP_064082135.1	NP_000001.3	A1BG	63.64	5.00	-	-
LOC135198483	XP_064082136.1	NP_000002.2	A2M	25.00	5.00	-	-
LOC135198484	XP_064082137.1	NP_000005.2	A2MP1	30.23	4.00	-	-
LOC135198484	XP_064082138.1	NP_000005.2	A2MP1	30.23	5.00	-	-
LOC135198484	XP_064082139.1	NP_000005.2	A2MP1	30.23	6.00	-	-
LOC135198484	XP_064082140.1	NP_000005.2	A2MP1	30.23	6.00	-	-
LOC135198484	XP_064082141.1	NP_000005.2	A2MP1	30.23	6.00	-	-
LOC135198484	XP_064082142.1	NP_000005.2	A2MP1	30.23	6.00	-	-
LOC135198485	XP_064082143.1	NP_000001.3	A1BG	45.45	15.00	-	-
LOC135198339	XP_064082144.1	NP_000001.3	A1BG	43.75	1.00	-	-
LOC135198469	XP_064082145.1	NP_000001.3	A1BG	63.64	5.00	-	-
LOC135198487	XP_064082148.1	NP_000001.3	A1BG	55.56	1.00	-	-
LOC135198488	XP_064082149.1	NP_000001.3	A1BG	71.43	7.00	-	-
LOC135198488	XP_064082150.1	NP_000001.3	A1BG	71.43	7.00	-	-
LOC135198488	XP_064082151.1	NP_000001.3	A1BG	71.43	7.00	-	-
LOC135198489	XP_064082152.1	NP_001018081.3	AAAS	35.71	47.00	-	-
LOC135198489	XP_064082153.1	NP_001018081.3	AAAS	35.71	47.00	-	-
LOC135198469	XP_064082154.1	NP_000001.3	A1BG	63.64	5.00	-	-
LOC135198489	XP_064082155.1	NP_001018081.3	AAAS	35.71	47.00	-	-
LOC135198490	XP_064082156.1	NP_000002.2	A2M	28.07	7.00	-	-
LOC135198491	XP_064082157.1	NP_000002.2	A2M	44.44	5.00	-	-
LOC135198494	XP_064082159.1	NP_000002.2	A2M	57.14	2.00	-	-
LOC135198495	XP_064082160.1	NP_000001.3	A1BG	40.00	1.00	-	-
LOC135198495	XP_064082161.1	NP_000001.3	A1BG	21.74	6.00	-	-
LOC135198469	XP_064082162.1	NP_000001.3	A1BG	63.64	5.00	-	-
LOC135198496	XP_064082163.1	NP_000001.3	A1BG	42.86	13.00	-	-
LOC135198496	XP_064082164.1	NP_000001.3	A1BG	42.86	13.00	-	-
LOC135198496	XP_064082165.1	NP_000001.3	A1BG	42.86	13.00	-	-
LOC135198497	XP_064082166.1	NP_000002.2	A2M	35.00	3.00	-	-
LOC135198498	XP_064082167.1	NP_000002.2	A2M	66.67	2.00	-	-
LOC135198498	XP_064082168.1	NP_000002.2	A2M	66.67	1.00	-	-
LOC135198498	XP_064082169.1	NP_000005.2	A2MP1	66.67	3.00	-	-
LOC135198498	XP_064082170.1	NP_000005.2	A2MP1	66.67	3.00	-	-
LOC135198498	XP_064082171.1	NP_000005.2	A2MP1	66.67	3.00	-	-
LOC135198498	XP_064082172.1	NP_000005.2	A2MP1	66.67	2.00	-	-
LOC135198500	XP_064082173.1	NP_000002.2	A2M	26.67	41.00	-	-
LOC135198500	XP_064082174.1	NP_000002.2	A2M	26.67	41.00	-	-
LOC135198500	XP_064082175.1	NP_000002.2	A2M	26.67	41.00	-	-
LOC135198501	XP_064082176.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082177.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082178.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082179.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082180.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082181.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082182.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082183.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135198501	XP_064082184.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082185.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082186.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082187.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082188.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082189.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082190.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082191.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082192.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082193.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198501	XP_064082194.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198503	XP_064082195.1	NP_000014.2	AAK1	71.43	5.00	-	-
LOC135198501	XP_064082196.1	NP_000001.3	A1BG	35.00	5.00	-	-
LOC135198504	XP_064082197.1	NP_000002.2	A2M	35.71	14.00	-	-
LOC135198504	XP_064082198.1	NP_000002.2	A2M	35.71	14.00	-	-
LOC135198504	XP_064082199.1	NP_000002.2	A2M	35.71	14.00	-	-
LOC135198505	XP_064082200.1	NP_000002.2	A2M	35.71	18.00	-	-
LOC135198506	XP_064082201.1	NP_000002.2	A2M	44.44	19.00	-	-
LOC135198507	XP_064082202.1	NP_000002.2	A2M	50.00	9.00	-	-
LOC135198507	XP_064082203.1	NP_000002.2	A2M	50.00	9.00	-	-
LOC135198507	XP_064082204.1	NP_000002.2	A2M	50.00	9.00	-	-
LOC135198507	XP_064082205.1	NP_000002.2	A2M	50.00	20.00	-	-
LOC135198507	XP_064082206.1	NP_000002.2	A2M	50.00	20.00	-	-
LOC135198509	XP_064082207.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198508	XP_064082208.1	NP_000001.3	A1BG	38.46	11.00	-	-
LOC135198509	XP_064082209.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198509	XP_064082210.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198509	XP_064082211.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198509	XP_064082212.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198509	XP_064082213.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198509	XP_064082214.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198509	XP_064082215.1	NP_001018081.3	AAAS	30.77	3.00	-	-
LOC135198509	XP_064082216.1	NP_000014.2	AAK1	62.50	2.00	-	-
LOC135198509	XP_064082217.1	NP_000014.2	AAK1	62.50	2.00	-	-
LOC135198511	XP_064082218.1	NP_000001.3	A1BG	23.53	12.00	-	-
LOC135198511	XP_064082219.1	NP_000001.3	A1BG	23.53	12.00	-	-
LOC135198511	XP_064082220.1	NP_000001.3	A1BG	23.53	12.00	-	-
LOC135198511	XP_064082221.1	NP_000001.3	A1BG	23.53	14.00	-	-
LOC135198510	XP_064082222.1	NP_000001.3	A1BG	44.44	3.00	-	-
LOC135198512	XP_064082223.1	NP_000005.2	A2MP1	28.57	8.00	-	-
LOC135198512	XP_064082224.1	NP_000005.2	A2MP1	28.57	8.00	-	-
LOC135198512	XP_064082225.1	NP_000005.2	A2MP1	28.57	8.00	-	-
LOC135198512	XP_064082226.1	NP_000005.2	A2MP1	28.57	8.00	-	-
LOC135198512	XP_064082227.1	NP_000005.2	A2MP1	28.57	8.00	-	-
