gene_id	protein_id	product	transcript_id
LOC135218304	XP_064110595.1	pH-sensitive chloride channel 2-like	XM_064254525.1
LOC135218643	XP_064111153.1	alkaline phosphatase-like	XM_064255083.1
LOC135218643	XP_064111154.1	alkaline phosphatase-like	XM_064255084.1
LOC135218618	XP_064111121.1	LOW QUALITY PROTEIN: probable RNA-binding protein 18	XM_064255051.1
LOC135218620	XP_064111126.1	activating molecule in BECN1-regulated autophagy protein 1-like	XM_064255056.1
LOC135218329	XP_064110627.1	uncharacterized protein LOC135218329	XM_064254557.1
LOC135218621	XP_064111127.1	LOW QUALITY PROTEIN: mediator of RNA polymerase II transcription subunit 1-like	XM_064255057.1
LOC135218494	XP_064110914.1	uncharacterized protein LOC135218494 isoform X4	XM_064254844.1
LOC135218494	XP_064110918.1	uncharacterized protein LOC135218494 isoform X7	XM_064254848.1
LOC135218494	XP_064110913.1	uncharacterized protein LOC135218494 isoform X3	XM_064254843.1
LOC135218494	XP_064110912.1	uncharacterized protein LOC135218494 isoform X2	XM_064254842.1
LOC135218494	XP_064110911.1	uncharacterized protein LOC135218494 isoform X1	XM_064254841.1
LOC135218494	XP_064110915.1	uncharacterized protein LOC135218494 isoform X5	XM_064254845.1
LOC135218494	XP_064110917.1	uncharacterized protein LOC135218494 isoform X6	XM_064254847.1
LOC135218236	XP_064110460.1	ribonucleoprotein PTB-binding 1-like isoform X2	XM_064254390.1
LOC135218236	XP_064110459.1	ribonucleoprotein PTB-binding 1-like isoform X1	XM_064254389.1
LOC135218615	XP_064111119.1	LOW QUALITY PROTEIN: exportin-1-like	XM_064255049.1
LOC135217898	XP_064110005.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135217898	XM_064253935.1
LOC135218458	XP_064110847.1	AN1-type zinc finger protein 4-like	XM_064254777.1
LOC135218458	XP_064110841.1	AN1-type zinc finger protein 4-like	XM_064254771.1
LOC135218458	XP_064110842.1	AN1-type zinc finger protein 4-like	XM_064254772.1
LOC135218458	XP_064110844.1	AN1-type zinc finger protein 4-like	XM_064254774.1
LOC135218458	XP_064110845.1	AN1-type zinc finger protein 4-like	XM_064254775.1
LOC135218458	XP_064110843.1	AN1-type zinc finger protein 4-like	XM_064254773.1
LOC135218458	XP_064110846.1	AN1-type zinc finger protein 4-like	XM_064254776.1
LOC135218597	XP_064111090.1	serine/arginine repetitive matrix protein 2-like isoform X1	XM_064255020.1
LOC135218597	XP_064111091.1	serine/arginine repetitive matrix protein 2-like isoform X1	XM_064255021.1
LOC135218597	XP_064111092.1	serine/arginine repetitive matrix protein 2-like isoform X1	XM_064255022.1
LOC135218597	XP_064111096.1	protein scribble homolog isoform X3	XM_064255026.1
LOC135218597	XP_064111097.1	uncharacterized protein LOC135218597 isoform X4	XM_064255027.1
LOC135218597	XP_064111094.1	serine/arginine repetitive matrix protein 2-like isoform X2	XM_064255024.1
LOC135218597	XP_064111089.1	serine/arginine repetitive matrix protein 2-like isoform X1	XM_064255019.1
LOC135218597	XP_064111093.1	serine/arginine repetitive matrix protein 2-like isoform X1	XM_064255023.1
LOC135218393	XP_064110759.1	ectonucleoside triphosphate diphosphohydrolase 5-like isoform X4	XM_064254689.1
LOC135218393	XP_064110758.1	ectonucleoside triphosphate diphosphohydrolase 5-like isoform X3	XM_064254688.1
LOC135218393	XP_064110756.1	ectonucleoside triphosphate diphosphohydrolase 5-like isoform X1	XM_064254686.1
LOC135218393	XP_064110757.1	ectonucleoside triphosphate diphosphohydrolase 5-like isoform X2	XM_064254687.1
LOC135218394	XP_064110761.1	cysteine--tRNA ligase, cytoplasmic-like	XM_064254691.1
LOC135218511	XP_064110946.1	LOW QUALITY PROTEIN: cysteine--tRNA ligase, cytoplasmic-like	XM_064254876.1
LOC135218510	XP_064110945.1	dehydrogenase/reductase SDR family member 11-like	XM_064254875.1
LOC135218254	XP_064110496.1	N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X4	XM_064254426.1
LOC135218254	XP_064110495.1	N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X3	XM_064254425.1
LOC135218254	XP_064110494.1	N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X2	XM_064254424.1
LOC135218254	XP_064110492.1	N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X1	XM_064254422.1
LOC135218254	XP_064110491.1	N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X1	XM_064254421.1
LOC135218395	XP_064110762.1	N-acetylated-alpha-linked acidic dipeptidase 2-like	XM_064254692.1
LOC135218395	XP_064110763.1	N-acetylated-alpha-linked acidic dipeptidase 2-like	XM_064254693.1
LOC135218286	XP_064110565.1	uncharacterized protein LOC135218286	XM_064254495.1
LOC135218285	XP_064110564.1	uncharacterized protein LOC135218285	XM_064254494.1
LOC135218396	XP_064110764.1	N-acetylated-alpha-linked acidic dipeptidase 2-like	XM_064254694.1
LOC135218473	XP_064110868.1	N-acetylated-alpha-linked acidic dipeptidase 2-like	XM_064254798.1
LOC135218474	XP_064110870.1	N-acetylated-alpha-linked acidic dipeptidase 2-like	XM_064254800.1
LOC135218474	XP_064110869.1	N-acetylated-alpha-linked acidic dipeptidase 2-like	XM_064254799.1
LOC135218472	XP_064110867.1	uncharacterized protein LOC135218472	XM_064254797.1
LOC135218475	XP_064110872.1	pancreatic triacylglycerol lipase-like	XM_064254802.1
LOC135218475	XP_064110871.1	pancreatic triacylglycerol lipase-like	XM_064254801.1
LOC135218476	XP_064110875.1	ligand-gated ion channel 50-like	XM_064254805.1
LOC135217941	XP_064110114.1	ras-related protein Rab-1A	XM_064254044.1
LOC135218372	XP_064110697.1	synaptotagmin-14-like isoform X1	XM_064254627.1
LOC135218372	XP_064110698.1	synaptotagmin-14-like isoform X2	XM_064254628.1
LOC135218372	XP_064110699.1	synaptotagmin-14-like isoform X3	XM_064254629.1
LOC135218577	XP_064111061.1	rho-related BTB domain-containing protein 1-like isoform X6	XM_064254991.1
LOC135218577	XP_064111060.1	rho-related BTB domain-containing protein 1-like isoform X5	XM_064254990.1
LOC135218577	XP_064111059.1	rho-related BTB domain-containing protein 1-like isoform X4	XM_064254989.1
LOC135218577	XP_064111057.1	rho-related BTB domain-containing protein 1-like isoform X2	XM_064254987.1
LOC135218577	XP_064111058.1	rho-related BTB domain-containing protein 1-like isoform X3	XM_064254988.1
LOC135218577	XP_064111051.1	rho-related BTB domain-containing protein 1-like isoform X1	XM_064254981.1
LOC135218577	XP_064111053.1	rho-related BTB domain-containing protein 1-like isoform X1	XM_064254983.1
LOC135218577	XP_064111054.1	rho-related BTB domain-containing protein 1-like isoform X1	XM_064254984.1
LOC135218577	XP_064111052.1	rho-related BTB domain-containing protein 1-like isoform X1	XM_064254982.1
LOC135218577	XP_064111055.1	rho-related BTB domain-containing protein 1-like isoform X1	XM_064254985.1
LOC135217891	XP_064109999.1	zinc finger and BTB domain-containing protein 18.3-like isoform X3	XM_064253929.1
LOC135217891	XP_064109996.1	transcription factor Ken-like isoform X1	XM_064253926.1
LOC135217891	XP_064109998.1	transcription factor Ken-like isoform X2	XM_064253928.1
LOC135217891	XP_064109997.1	transcription factor Ken-like isoform X2	XM_064253927.1
LOC135217890	XP_064109995.1	protein abrupt-like isoform X2	XM_064253925.1
LOC135217890	XP_064109994.1	protein abrupt-like isoform X1	XM_064253924.1
LOC135217892	XP_064110000.1	arginine kinase Met e 2	XM_064253930.1
LOC135218258	XP_064110500.1	arginine kinase-like	XM_064254430.1
LOC135218294	XP_064110580.1	arginine kinase-like	XM_064254510.1
LOC135217929	XP_064110089.1	coiled-coil domain-containing protein 43-like	XM_064254019.1
LOC135218257	XP_064110499.1	U4/U6 small nuclear ribonucleoprotein Prp31-like	XM_064254429.1
LOC135218256	XP_064110497.1	superkiller complex protein 3-like	XM_064254427.1
LOC135218256	XP_064110498.1	superkiller complex protein 3-like	XM_064254428.1
LOC135218440	XP_064110825.1	cystatin-B-like	XM_064254755.1
LOC135218440	XP_064110827.1	cystatin-B-like	XM_064254757.1
LOC135218439	XP_064110824.1	uncharacterized protein LOC135218439	XM_064254754.1
LOC135218439	XP_064110823.1	uncharacterized protein LOC135218439	XM_064254753.1
LOC135218366	XP_064110691.1	uncharacterized protein KIAA2013 homolog isoform X2	XM_064254621.1
LOC135218366	XP_064110690.1	uncharacterized protein KIAA2013 homolog isoform X2	XM_064254620.1
LOC135218366	XP_064110688.1	uncharacterized protein KIAA2013 homolog isoform X1	XM_064254618.1
LOC135218366	XP_064110692.1	uncharacterized protein KIAA2013 homolog isoform X3	XM_064254622.1
LOC135218366	XP_064110693.1	uncharacterized protein KIAA2013 homolog isoform X4	XM_064254623.1
LOC135218579	XP_064111062.1	uncharacterized protein LOC135218579	XM_064254992.1
LOC135217987	XP_064110186.1	uncharacterized protein LOC135217987	XM_064254116.1
LOC135218624	XP_064111131.1	uncharacterized protein LOC135218624	XM_064255061.1
LOC135217894	XP_064110001.1	PAS domain-containing serine/threonine-protein kinase-like	XM_064253931.1
LOC135218656	XP_064111171.1	solute carrier family 25 member 32-like	XM_064255101.1
LOC135218656	XP_064111172.1	solute carrier family 25 member 32-like	XM_064255102.1
LOC135218625	XP_064111132.1	keratin-associated protein 5-4-like	XM_064255062.1
LOC135218626	XP_064111133.1	uncharacterized protein LOC135218626	XM_064255063.1
LOC135218012	XP_064110227.1	uncharacterized protein LOC135218012	XM_064254157.1
LOC135218013	XP_064110228.1	putative uncharacterized protein DDB_G0279653	XM_064254158.1
LOC135218014	XP_064110229.1	serine/arginine repetitive matrix protein 1-like	XM_064254159.1
LOC135218340	XP_064110637.1	serine/arginine repetitive matrix protein 1-like isoform X1	XM_064254567.1
LOC135218340	XP_064110638.1	serine/arginine repetitive matrix protein 1-like isoform X2	XM_064254568.1
LOC135218455	XP_064110838.1	vesicular inhibitory amino acid transporter-like	XM_064254768.1
LOC135217923	XP_064110084.1	derlin-2-like isoform X1	XM_064254014.1
LOC135217923	XP_064110083.1	derlin-2-like isoform X1	XM_064254013.1
LOC135217923	XP_064110085.1	derlin-2-like isoform X2	XM_064254015.1
LOC135218252	XP_064110489.1	uncharacterized protein LOC135218252	XM_064254419.1
LOC135218252	XP_064110487.1	uncharacterized protein LOC135218252	XM_064254417.1
LOC135218252	XP_064110486.1	uncharacterized protein LOC135218252	XM_064254416.1
LOC135218252	XP_064110488.1	uncharacterized protein LOC135218252	XM_064254418.1
LOC135218253	XP_064110490.1	uncharacterized protein LOC135218253	XM_064254420.1
LOC135218509	XP_064110942.1	uncharacterized protein LOC135218509	XM_064254872.1
LOC135218509	XP_064110944.1	uncharacterized protein LOC135218509	XM_064254874.1
LOC135217855	XP_064109940.1	uncharacterized protein LOC135217855	XM_064253870.1
LOC135217855	XP_064109938.1	uncharacterized protein LOC135217855	XM_064253868.1
LOC135217955	XP_064110131.1	protein VASP homolog	XM_064254061.1
LOC135217905	XP_064110012.1	neuropeptide F receptor-like	XM_064253942.1
LOC135218015	XP_064110230.1	uncharacterized protein LOC135218015	XM_064254160.1
LOC135218016	XP_064110231.1	axoneme-associated protein mst101(2)-like	XM_064254161.1
LOC135218017	XP_064110232.1	uncharacterized protein LOC135218017	XM_064254162.1
LOC135217940	XP_064110113.1	uncharacterized protein LOC135217940	XM_064254043.1
LOC135217940	XP_064110111.1	uncharacterized protein LOC135217940	XM_064254041.1
LOC135218019	XP_064110234.1	uncharacterized protein LOC135218019	XM_064254164.1
LOC135218020	XP_064110235.1	relaxin receptor 1-like	XM_064254165.1
LOC135218508	XP_064110941.1	CRISP/Allergen/PR-1-like	XM_064254871.1
LOC135218021	XP_064110236.1	uncharacterized protein LOC135218021	XM_064254166.1
LOC135218022	XP_064110237.1	uncharacterized protein LOC135218022	XM_064254167.1
LOC135218023	XP_064110238.1	uncharacterized protein LOC135218023	XM_064254168.1
LOC135218024	XP_064110239.1	uncharacterized protein LOC135218024	XM_064254169.1
LOC135218405	XP_064110772.1	uncharacterized protein LOC135218405 isoform X1	XM_064254702.1
LOC135218405	XP_064110773.1	uncharacterized protein LOC135218405 isoform X2	XM_064254703.1
LOC135218405	XP_064110775.1	uncharacterized protein LOC135218405 isoform X3	XM_064254705.1
LOC135218405	XP_064110776.1	uncharacterized protein LOC135218405 isoform X3	XM_064254706.1
LOC135217950	XP_064110127.1	uncharacterized protein LOC135217950	XM_064254057.1
LOC135217950	XP_064110125.1	uncharacterized protein LOC135217950	XM_064254055.1
LOC135217950	XP_064110124.1	uncharacterized protein LOC135217950	XM_064254054.1
LOC135217950	XP_064110126.1	uncharacterized protein LOC135217950	XM_064254056.1
LOC135217950	XP_064110128.1	uncharacterized protein LOC135217950	XM_064254058.1
LOC135218025	XP_064110241.1	alpha-(1,3)-fucosyltransferase C-like	XM_064254171.1
LOC135217948	XP_064110120.1	balbiani ring protein 3-like isoform X2	XM_064254050.1
LOC135217948	XP_064110119.1	balbiani ring protein 3-like isoform X1	XM_064254049.1
LOC135217949	XP_064110121.1	microtubule-associated proteins 1A/1B light chain 3C-like isoform X1	XM_064254051.1
LOC135217949	XP_064110122.1	microtubule-associated proteins 1A/1B light chain 3C-like isoform X2	XM_064254052.1
LOC135218293	XP_064110579.1	protein MEMO1-like isoform X2	XM_064254509.1
LOC135218293	XP_064110577.1	protein MEMO1-like isoform X1	XM_064254507.1
LOC135217881	XP_064109972.1	sex peptide receptor-like	XM_064253902.1
LOC135218028	XP_064110243.1	uncharacterized protein LOC135218028	XM_064254173.1
LOC135218549	XP_064110995.1	LOW QUALITY PROTEIN: arylsulfatase B-like	XM_064254925.1
LOC135218297	XP_064110585.1	TOX high mobility group box family member 3-like isoform X1	XM_064254515.1
LOC135218297	XP_064110586.1	TOX high mobility group box family member 3-like isoform X2	XM_064254516.1
LOC135218674	XP_064111195.1	uncharacterized protein LOC135218674	XM_064255125.1
LOC135218674	XP_064111196.1	uncharacterized protein LOC135218674	XM_064255126.1
LOC135218029	XP_064110244.1	collagen alpha-5(IV) chain-like	XM_064254174.1
LOC135217884	XP_064109986.1	catenin alpha-like isoform X5	XM_064253916.1
LOC135217884	XP_064109983.1	catenin alpha-like isoform X3	XM_064253913.1
LOC135217884	XP_064109982.1	catenin alpha-like isoform X2	XM_064253912.1
LOC135217884	XP_064109985.1	catenin alpha-like isoform X4	XM_064253915.1
LOC135217884	XP_064109974.1	catenin alpha-like isoform X1	XM_064253904.1
LOC135217884	XP_064109975.1	catenin alpha-like isoform X1	XM_064253905.1
LOC135217884	XP_064109978.1	catenin alpha-like isoform X1	XM_064253908.1
LOC135217884	XP_064109984.1	catenin alpha-like isoform X3	XM_064253914.1
LOC135217884	XP_064109976.1	catenin alpha-like isoform X1	XM_064253906.1
LOC135217884	XP_064109981.1	catenin alpha-like isoform X1	XM_064253911.1
LOC135217884	XP_064109977.1	catenin alpha-like isoform X1	XM_064253907.1
LOC135217884	XP_064109987.1	catenin alpha-like isoform X6	XM_064253917.1
LOC135218386	XP_064110746.1	cell division cycle and apoptosis regulator protein 1-like	XM_064254676.1
LOC135218004	XP_064110219.1	LOW QUALITY PROTEIN: probable serine racemase	XM_064254149.1
LOC135218345	XP_064110642.1	ADP-ribosylation factor-like protein 2	XM_064254572.1
LOC135218030	XP_064110245.1	isobutyryl-CoA dehydrogenase, mitochondrial-like	XM_064254175.1
LOC135217870	XP_064109963.1	uncharacterized protein LOC135217870 isoform X2	XM_064253893.1
LOC135217870	XP_064109962.1	uncharacterized protein LOC135217870 isoform X1	XM_064253892.1
LOC135217988	XP_064110189.1	choline trimethylamine-lyase-like isoform X2	XM_064254119.1
LOC135217988	XP_064110187.1	uncharacterized protein LOC135217988 isoform X1	XM_064254117.1
LOC135217988	XP_064110188.1	uncharacterized protein LOC135217988 isoform X1	XM_064254118.1
LOC135218031	XP_064110246.1	LOW QUALITY PROTEIN: Bardet-Biedl syndrome 7 protein homolog	XM_064254176.1
LOC135218582	XP_064111064.1	Bardet-Biedl syndrome 7 protein-like	XM_064254994.1
LOC135218420	XP_064110795.1	Bardet-Biedl syndrome 7 protein homolog	XM_064254725.1
LOC135218033	XP_064110247.1	filamin A-interacting protein 1-like	XM_064254177.1
LOC135218506	XP_064110940.1	small ribosomal subunit protein eS12-like	XM_064254870.1
LOC135218407	XP_064110777.1	GATOR1 complex protein NPRL2-like	XM_064254707.1
LOC135218422	XP_064110798.1	uncharacterized protein LOC135218422 isoform X2	XM_064254728.1
LOC135218422	XP_064110797.1	uncharacterized protein LOC135218422 isoform X1	XM_064254727.1
LOC135218422	XP_064110799.1	uncharacterized protein LOC135218422 isoform X3	XM_064254729.1
LOC135218422	XP_064110800.1	uncharacterized protein LOC135218422 isoform X4	XM_064254730.1
LOC135218452	XP_064110835.1	regucalcin-like	XM_064254765.1
LOC135218675	XP_064111198.1	regucalcin-like	XM_064255128.1
LOC135218675	XP_064111197.1	regucalcin-like	XM_064255127.1
LOC135218675	XP_064111200.1	regucalcin-like	XM_064255130.1
LOC135218675	XP_064111199.1	regucalcin-like	XM_064255129.1
LOC135218035	XP_064110248.1	inositol monophosphatase 1-like	XM_064254178.1
LOC135218355	XP_064110664.1	inositol monophosphatase 1-like isoform X3	XM_064254594.1
LOC135218355	XP_064110663.1	inositol monophosphatase 1-like isoform X2	XM_064254593.1
LOC135218355	XP_064110661.1	inositol monophosphatase 1-like isoform X1	XM_064254591.1
LOC135217986	XP_064110183.1	2-aminoethanethiol dioxygenase-like isoform X1	XM_064254113.1
LOC135217986	XP_064110184.1	2-aminoethanethiol dioxygenase-like isoform X2	XM_064254114.1
LOC135218036	XP_064110250.1	LOW QUALITY PROTEIN: transmembrane 9 superfamily member 3-like	XM_064254180.1
LOC135217932	XP_064110092.1	probable E3 ubiquitin-protein ligase HERC4	XM_064254022.1
LOC135217932	XP_064110093.1	probable E3 ubiquitin-protein ligase HERC4	XM_064254023.1
LOC135218300	XP_064110590.1	chondroitin sulfate N-acetylgalactosaminyltransferase 2-like	XM_064254520.1
LOC135218300	XP_064110589.1	chondroitin sulfate N-acetylgalactosaminyltransferase 2-like	XM_064254519.1
LOC135218037	XP_064110251.1	proline-rich protein 36-like	XM_064254181.1
LOC135218569	XP_064111027.1	PR domain zinc finger protein 5-like	XM_064254957.1
LOC135218569	XP_064111028.1	PR domain zinc finger protein 5-like	XM_064254958.1
LOC135218328	XP_064110626.1	uncharacterized protein LOC135218328 isoform X2	XM_064254556.1
LOC135218328	XP_064110625.1	uncharacterized protein LOC135218328 isoform X1	XM_064254555.1
LOC135218303	XP_064110594.1	uncharacterized protein LOC135218303	XM_064254524.1
LOC135217916	XP_064110071.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135217916	XM_064254001.1
